,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,MSZoning,Neighborhood,BsmtQual,BsmtFinType1,CentralAir,GarageType,SalePrice
446,6,1966,2002,1517,1888,1888,1,1966.0,2,578,RL,NAmes,TA,ALQ,Y,Attchd,12.154779351142624
447,7,1998,1999,930,956,1886,1,1998.0,2,431,RL,Gilbert,Gd,Unf,Y,Attchd,12.205572520488492
448,6,1937,1950,780,780,1376,1,1937.0,1,198,RM,IDOTRR,TA,Unf,Y,Detchd,11.691071650353702
449,3,1948,2002,649,679,1183,0,1981.0,1,308,RM,OldTown,TA,ALQ,Y,Detchd,11.695247021764184
450,6,1930,2005,813,813,813,0,1932.0,1,270,RM,OldTown,TA,Unf,Y,Detchd,11.608235644774552
451,7,1975,1975,1533,1533,1533,2,1975.0,2,576,RL,ClearCr,Gd,ALQ,Y,Attchd,12.542544882151386
452,6,1996,1997,872,888,1756,0,1996.0,2,422,RL,Timber,Ex,ALQ,Y,Attchd,12.225875272826354
453,8,2008,2008,768,786,1590,0,2008.0,2,676,FV,Somerst,Gd,Unf,Y,Attchd,12.254862809699606
454,5,1976,1976,1728,1728,1728,0,1976.0,2,560,RL,Mitchel,TA,ALQ,Y,Detchd,12.144197241812087
455,7,1973,1973,1242,1242,1242,1,1973.0,2,528,RL,NWAmes,TA,ALQ,Y,Attchd,12.075394321888057
456,5,1916,1950,624,624,1344,0,1916.0,3,513,RM,OldTown,TA,Unf,N,Detchd,11.49272275765271
457,4,1954,1994,1364,1663,1663,2,1954.0,2,529,RL,ClearCr,Gd,BLQ,Y,Attchd,12.4529327234617
458,8,1925,1996,588,833,1666,1,1925.0,1,228,RM,OldTown,TA,Unf,Y,Detchd,11.9891596439666
459,5,1950,1950,709,979,1203,1,1950.0,1,352,RL,BrkSide,TA,LwQ,Y,Detchd,11.608235644774552
460,8,2009,2009,832,832,1935,0,2009.0,2,552,FV,Somerst,Gd,GLQ,Y,BuiltIn,12.481561937216318
461,7,1936,2007,560,575,1135,0,1971.0,2,576,RL,SWISU,Gd,ALQ,Y,Detchd,11.951180395901384
462,5,1965,1965,864,864,864,1,1965.0,1,360,RL,Sawyer,TA,Rec,Y,Detchd,11.041048081342682
463,6,1934,1995,715,849,1660,1,1939.0,1,240,RL,Crawfor,TA,LwQ,Y,Detchd,12.147913731356642
464,5,1978,1978,1040,1040,1040,0,1978.5061638868744,0,0,RL,CollgCr,Gd,Rec,Y,No,11.728036844587175
465,7,2004,2004,1375,1414,1414,1,2004.0,2,398,RM,Blmngtn,Gd,Unf,Y,Attchd,12.093687514935382
466,7,1970,1970,1277,1277,1277,1,1970.0,2,526,RL,NAmes,TA,GLQ,Y,Attchd,12.025749091398891
467,5,1942,1995,728,888,1644,2,1942.0,1,312,RL,NAmes,TA,LwQ,Y,Attchd,11.894780707439258
468,8,2006,2006,1626,1634,1634,1,2006.0,3,866,RL,NridgHt,Gd,Unf,Y,Attchd,12.429216196844383
469,6,1993,1993,832,832,1710,0,1993.0,2,506,RL,SawyerW,Gd,GLQ,Y,Attchd,12.138863895836725
470,8,1985,1985,1488,1502,1502,0,1985.0,2,528,RL,StoneBr,Gd,GLQ,Y,Attchd,12.26434155365415
471,7,1977,1977,808,1161,1969,1,1977.0,2,534,RL,NWAmes,Gd,Unf,Y,Attchd,12.154779351142624
472,6,2005,2005,547,1072,1072,0,2005.0,2,525,RM,Edwards,Gd,GLQ,Y,Basment,11.904967552746252
473,8,2006,2007,1976,1976,1976,1,2006.0,3,908,RL,NridgHt,Ex,GLQ,Y,Attchd,12.994530005894443
474,8,2000,2000,1494,1652,1652,0,2000.0,2,499,RL,StoneBr,Gd,GLQ,Y,Attchd,12.43320821811392
475,5,1963,1963,970,970,970,0,1996.0,2,624,RL,Sawyer,TA,GLQ,Y,Detchd,11.794337924408413
476,6,1997,1998,1478,1493,1493,1,1997.0,2,508,RL,CollgCr,Gd,GLQ,Y,Attchd,12.249610947544657
477,9,2006,2006,2153,2069,2643,1,2006.0,3,694,RL,NridgHt,Gd,Unf,Y,BuiltIn,12.84792653170257
478,8,2007,2008,1705,1718,1718,1,2007.0,3,826,RL,CollgCr,Ex,GLQ,Y,Attchd,12.601487417784837
479,4,1937,2000,907,1131,1131,0,1995.0,2,672,RM,OldTown,Fa,Rec,Y,Detchd,11.401669829409995
480,9,2004,2005,1833,1850,1850,1,2004.0,3,772,RL,NridgHt,Ex,GLQ,Y,Attchd,12.694652660348845
481,9,2003,2004,1792,1792,1792,1,2003.0,3,874,RL,NridgHt,Ex,GLQ,Y,Attchd,12.832011076396668
482,7,1915,2005,910,916,1826,1,1915.0,1,164,RM,OldTown,TA,ALQ,Y,Attchd,11.951180395901384
483,6,1998,1998,1216,1216,1216,0,1998.0,2,402,RM,Mitchel,Ex,GLQ,Y,Attchd,12.007621706806335
484,5,1962,2001,999,999,999,0,1963.0,1,264,RL,Sawyer,TA,ALQ,Y,Detchd,11.794337924408413
485,5,1950,2007,1113,1113,1113,1,1950.0,1,264,RL,NAmes,TA,ALQ,Y,Attchd,11.898187865760873
486,5,1965,1965,1073,1073,1073,0,1965.0,2,515,RL,NAmes,TA,ALQ,Y,Attchd,11.957611286231675
487,5,1971,1971,1484,1484,1484,1,1971.0,2,487,RL,NWAmes,Gd,ALQ,Y,Attchd,12.072541252905651
488,5,1900,1970,954,1766,2414,1,1970.0,2,520,RL,OldTown,TA,BLQ,N,Attchd,11.982929094215963
489,4,1970,2002,630,630,630,0,1970.0,1,286,RM,MeadowV,Gd,GLQ,Y,Attchd,11.362102575235644
490,5,1976,1976,264,616,1304,1,1976.0,1,336,RM,MeadowV,Gd,Unf,Y,BuiltIn,11.652687407345388
491,6,1941,1950,806,958,1578,2,1941.0,1,240,RL,NAmes,TA,BLQ,Y,Attchd,11.79810440720389
492,6,2006,2006,728,728,1456,0,2006.0,2,429,RL,Gilbert,Gd,Unf,Y,Attchd,12.059803326028716
493,5,1960,1960,1269,1269,1269,1,1964.0,1,308,RL,NAmes,TA,BLQ,Y,Detchd,11.951180395901384
494,5,1938,1996,190,886,886,0,1938.0,1,273,RM,OldTown,Fa,Unf,Y,Attchd,11.421906066583059
495,4,1920,1950,720,720,720,0,1978.5061638868744,0,0,C (all),IDOTRR,TA,Rec,N,No,10.460242108190519
496,8,1992,1993,3200,3228,3228,1,1992.0,2,546,RL,NoRidge,Gd,GLQ,Y,Attchd,12.971540487669746
497,7,1925,1950,1026,1133,1820,0,1925.0,1,240,RL,BrkSide,TA,Rec,Y,Detchd,12.122691036591123
498,5,1967,2004,864,899,899,0,1967.0,1,288,RL,Sawyer,TA,ALQ,Y,Attchd,11.77528972943772
499,5,1958,1985,912,912,912,0,1958.0,1,297,RL,NAmes,TA,BLQ,Y,Attchd,11.695247021764184
500,6,1973,1973,672,672,1218,0,1973.0,1,264,RM,BrDale,TA,BLQ,Y,Detchd,11.635143097694478
501,7,2005,2005,866,866,1768,0,2005.0,2,603,FV,Somerst,Gd,GLQ,Y,Attchd,12.33138283649562
502,5,1965,1965,1214,1214,1214,0,1965.0,2,461,RL,Edwards,TA,ALQ,Y,Detchd,11.84939770159144
503,7,1959,1997,1501,1801,1801,2,1959.0,2,484,RL,Crawfor,TA,ALQ,Y,Attchd,12.57418196709457
504,6,1974,1974,855,855,1322,1,1974.0,2,440,RL,NPkVill,TA,ALQ,Y,Attchd,11.898187865760873
505,5,1952,1952,960,960,1960,0,1952.0,2,400,RM,OldTown,TA,Unf,Y,Detchd,11.732060994886899
506,8,1993,1994,777,1065,1911,1,1993.0,2,471,RL,SawyerW,Gd,GLQ,Y,Attchd,12.2783933071098
507,6,2009,2009,1218,1218,1218,0,2009.0,2,676,FV,Somerst,Gd,GLQ,Y,Attchd,12.246734627249063
508,7,1928,2005,689,689,1378,1,1928.0,2,360,RM,OldTown,TA,Rec,Y,Detchd,11.9891596439666
509,5,1959,1959,1041,1041,1041,0,1959.0,1,270,RL,NAmes,TA,ALQ,Y,Attchd,11.732060994886899
510,5,1951,2000,1008,1363,1363,2,1951.0,1,288,RL,NAmes,TA,BLQ,Y,CarPort,12.01309450854769
511,7,2005,2006,1368,1368,1368,1,2005.0,2,474,RL,NridgHt,Gd,Unf,Y,Attchd,12.219309648562168
512,5,1958,1958,864,864,864,0,1964.0,2,624,RL,NAmes,TA,BLQ,Y,Detchd,11.77452020265869
513,6,1983,1983,1084,1080,1080,0,1983.0,2,484,RL,Mitchel,TA,ALQ,Y,Attchd,11.805595078933049
514,5,1926,1950,768,789,789,0,1926.0,1,200,RL,Crawfor,TA,Unf,N,Detchd,11.477298287327077
515,10,2009,2009,2006,2020,2020,1,2009.0,3,900,RL,NridgHt,Ex,GLQ,Y,Attchd,12.906346868281233
516,6,1972,1972,689,1378,2119,1,1972.0,2,583,RL,NWAmes,TA,Unf,Y,Attchd,11.970350312009105
517,7,1996,1997,1264,1277,2344,1,1996.0,3,889,RL,NoRidge,Gd,Unf,Y,Attchd,12.487485104968359
518,6,1998,1998,794,882,1796,0,1998.0,2,546,RL,CollgCr,Gd,GLQ,Y,Attchd,12.259613412458204
519,7,1926,2004,1276,1276,2080,2,1926.0,1,282,RL,Crawfor,Gd,Unf,Y,Detchd,12.363076394339839
520,4,1900,2000,0,694,1294,0,1978.5061638868744,0,0,RL,OldTown,No,No,N,No,11.573550086786664
521,6,1957,1957,1244,1244,1244,2,1957.0,1,336,RL,NAmes,TA,Rec,Y,Attchd,11.918390573078392
522,6,1947,1950,1004,1004,1664,2,1950.0,2,420,RM,BrkSide,TA,ALQ,Y,Detchd,11.976659481202368
523,10,2007,2008,3138,3138,4676,1,2007.0,3,884,RL,Edwards,Ex,GLQ,Y,BuiltIn,12.126758838810447
524,7,1996,1997,1379,1383,2398,1,1996.0,3,834,RL,NoRidge,Gd,GLQ,Y,Attchd,12.662706040212738
525,7,2005,2005,1257,1266,1266,1,2005.0,2,453,FV,Somerst,Gd,Unf,Y,Attchd,12.078239274020289
526,5,1956,2000,928,928,928,0,1956.0,1,252,RL,NAmes,Gd,Rec,Y,Attchd,11.790557201568507
527,9,2008,2008,1452,1476,2713,1,2008.0,3,858,RL,NridgHt,Ex,GLQ,Y,Attchd,13.008659261632127
528,4,1920,2002,528,605,605,0,1978.5061638868744,0,0,RL,Edwards,TA,ALQ,Y,No,11.362102575235644
529,6,1957,1975,2035,2515,2515,2,1975.0,2,484,RL,Crawfor,TA,Rec,Y,Attchd,12.209187788430318
530,6,1988,1989,1461,1509,1509,1,1988.0,2,600,RL,Timber,Gd,GLQ,Y,Attchd,12.072541252905651
531,6,1920,1999,611,751,1362,0,1920.0,2,502,RM,BrkSide,Fa,Unf,Y,Detchd,11.759785542901755
532,5,1955,2007,0,827,827,1,1967.0,1,392,RL,NAmes,No,No,Y,Detchd,11.585246126549855
533,1,1946,1950,0,334,334,0,1978.5061638868744,0,0,RL,BrkSide,No,No,N,No,10.578979797857352
534,8,2004,2004,707,707,1414,1,2004.0,2,403,RL,Gilbert,Ex,Unf,Y,Attchd,12.089538829274222
535,5,1910,1991,1117,820,1347,0,1978.5061638868744,0,0,RL,Edwards,Gd,GLQ,Y,No,11.585246126549855
536,7,1998,1999,880,880,1724,0,1998.0,2,527,RL,CollgCr,Gd,Unf,Y,Attchd,12.144197241812087
537,4,1972,1972,864,864,864,0,1980.0,2,576,RL,NAmes,TA,BLQ,Y,Detchd,11.619535200028487
538,5,1968,1968,1051,1159,1159,1,1968.0,1,336,RL,Sawyer,TA,BLQ,Y,Attchd,11.970350312009105
539,8,2001,2002,1581,1601,1601,1,2001.0,2,670,RL,CollgCr,Gd,GLQ,Y,Attchd,12.513557345278134
540,9,2006,2006,1838,1838,1838,1,2006.0,3,765,RL,Timber,Ex,GLQ,Y,Attchd,12.66032791780777
541,8,2000,2000,969,997,2285,1,2000.0,3,648,RL,NoRidge,Gd,Unf,Y,BuiltIn,12.421184025147118
542,7,1998,1999,1650,1680,1680,1,1998.0,2,583,RL,NWAmes,Ex,LwQ,Y,Attchd,12.270220465353926
543,7,1998,1998,723,767,767,0,1998.0,1,367,RH,NAmes,Gd,GLQ,Y,Attchd,11.79810440720389
544,7,2006,2006,654,664,1496,1,2006.0,2,426,RL,Gilbert,Gd,GLQ,Y,Attchd,12.09884928474215
545,7,1988,1988,1204,1377,2183,0,1988.0,3,786,RL,NWAmes,Gd,GLQ,Y,Attchd,12.341477282536376
546,6,1923,1950,1065,915,1635,1,1950.0,2,440,RL,BrkSide,Gd,Rec,Y,Detchd,12.254862809699606
547,5,1970,1970,768,768,768,0,1987.0,2,624,RL,Mitchel,Gd,ALQ,Y,Detchd,11.771436160121729
548,5,1955,1995,825,825,825,0,1963.0,2,720,RM,OldTown,TA,LwQ,Y,Detchd,11.736069016284437
549,7,2003,2004,912,912,2094,1,2003.0,2,615,FV,Somerst,Gd,Unf,Y,BuiltIn,12.479909311159902
550,6,1977,1977,1069,1069,1069,0,1977.0,2,440,RL,NPkVill,Gd,ALQ,Y,Attchd,11.84939770159144
551,5,1957,1957,928,928,928,0,1957.0,1,288,RM,OldTown,TA,Rec,Y,Attchd,11.630708500626612
552,8,2006,2006,1709,1717,1717,1,2006.0,3,908,RL,NridgHt,Ex,Unf,Y,Attchd,12.450977688625896
553,4,1949,2003,0,1126,1126,0,2002.0,2,520,RL,Edwards,No,No,Y,Detchd,11.589886506106357
554,7,2003,2004,998,1006,2046,1,2003.0,3,871,RL,NridgHt,Gd,GLQ,Y,BuiltIn,12.556729517143344
555,5,1922,1950,993,1048,1048,1,1922.0,1,280,RM,BrkSide,TA,Unf,Y,Detchd,11.635143097694478
556,5,1957,1957,1092,1092,1092,1,1957.0,1,299,RL,NAmes,TA,Rec,Y,Attchd,11.856515169360305
557,4,1920,1950,637,897,1336,0,1994.0,1,570,C (all),IDOTRR,TA,Rec,Y,CarPort,11.589886506106357
558,7,1996,1997,729,729,1446,1,1996.0,2,406,RL,Gilbert,Gd,GLQ,Y,Attchd,12.072541252905651
559,7,2003,2004,1374,1557,1557,1,2003.0,2,420,RL,Blmngtn,Gd,Unf,Y,Attchd,12.363076394339839
560,5,1957,1996,1392,1392,1392,1,1957.0,2,528,RL,Sawyer,Gd,ALQ,Y,Detchd,11.70766954176274
561,5,1974,1975,1389,1389,1389,1,1975.0,2,418,RL,Mitchel,Gd,ALQ,Y,Attchd,12.043553716032399
562,5,1940,1969,996,996,996,1,1978.5061638868744,0,0,RL,Edwards,TA,BLQ,Y,No,11.589886506106357
563,6,1918,1950,1163,1163,1674,1,1955.0,2,396,RL,Edwards,Gd,Unf,Y,Detchd,12.128111104060462
564,7,1992,2000,1095,1166,2295,1,1992.0,2,590,RL,NoRidge,Gd,GLQ,Y,Attchd,12.498742259492994
565,6,1915,1950,806,841,1647,0,1920.0,1,216,RL,SWISU,Gd,Unf,N,Detchd,11.759785542901755
566,9,2005,2007,1122,1134,2504,1,2005.0,3,656,RL,StoneBr,Gd,Unf,Y,BuiltIn,12.691580461311874
567,7,2004,2004,1517,1535,1535,0,2004.0,2,532,RL,NridgHt,Gd,GLQ,Y,Attchd,12.273731294003989
568,8,1983,2009,1496,1496,2132,1,1983.0,2,612,RL,SawyerW,Gd,GLQ,Y,BuiltIn,12.66539442642905
569,5,1979,1979,943,943,943,2,1979.0,2,600,RL,NAmes,Gd,GLQ,Y,Detchd,11.820116003810051
570,5,1965,1965,1728,1728,1728,0,1987.0,2,576,RL,NAmes,TA,LwQ,Y,Detchd,11.867798786962332
571,6,1959,1959,864,864,864,0,1959.0,1,288,RL,NAmes,TA,BLQ,Y,Attchd,11.695247021764184
572,7,2009,2009,846,846,1692,0,2009.0,2,650,RL,Timber,Ex,Unf,Y,Attchd,12.321630986164447
573,7,2000,2000,384,774,1430,1,2000.0,2,400,RL,Gilbert,Gd,Unf,Y,BuiltIn,12.043553716032399
574,5,1971,2005,372,576,1109,0,1971.0,1,288,RL,NAmes,TA,ALQ,Y,BuiltIn,11.842229212112828
575,5,1947,1950,832,832,1216,0,1947.0,1,336,RL,NAmes,TA,Rec,Y,Detchd,11.682668239557323
576,7,1928,1950,861,877,1477,1,1928.0,1,216,RL,SWISU,TA,Unf,Y,Detchd,11.884489021402711
577,5,1966,1966,1164,1320,1320,2,1966.0,2,564,RL,Sawyer,TA,LwQ,Y,Attchd,12.010665849187564
578,7,2007,2007,689,703,1392,0,2007.0,2,540,FV,Somerst,Gd,Unf,Y,Detchd,11.891361900690473
579,5,1954,1954,1050,1050,1795,0,1954.0,1,352,RM,OldTown,TA,Unf,N,Attchd,11.786762130599957
580,6,1960,1987,1144,1429,1429,2,1960.0,2,572,RL,NAmes,TA,BLQ,Y,Attchd,12.111212364506214
581,8,2008,2009,2042,2042,2042,1,2009.0,3,1390,RL,NridgHt,Ex,Unf,Y,Attchd,12.442302200392747
582,6,1990,1990,816,816,816,0,1978.5061638868744,0,0,RL,Edwards,Gd,GLQ,Y,No,11.682668239557323
583,10,1893,2000,1237,1521,2775,1,1988.0,2,880,RM,OldTown,TA,Unf,Y,Detchd,12.691580461311874
584,4,1935,1995,884,989,1573,0,1935.0,1,240,RM,BrkSide,TA,Unf,Y,Detchd,11.79810440720389
585,8,2005,2006,1868,2028,2028,2,2005.0,3,880,RL,Timber,Ex,GLQ,Y,Attchd,12.820987977820545
586,6,1918,2000,816,838,838,0,1961.0,1,275,RL,BrkSide,TA,Rec,Y,Detchd,11.77528972943772
587,5,1982,1982,840,860,860,0,1996.0,2,528,RL,Sawyer,TA,ALQ,Y,Detchd,11.827736204810263
588,5,1968,2003,1437,1473,1473,2,1968.0,1,452,RL,ClearCr,TA,GLQ,Y,Attchd,11.870599909242044
589,5,1930,1960,742,779,935,0,1988.0,1,308,RM,BrkSide,TA,Unf,Y,Detchd,11.283512300642423
590,7,2004,2004,770,770,1582,0,2004.0,2,520,RL,CollgCr,Gd,GLQ,Y,Attchd,12.132964173709535
591,10,2008,2008,1722,1728,2296,1,2008.0,3,842,RL,NridgHt,Ex,GLQ,Y,BuiltIn,13.021326833226556
592,5,1982,2003,816,816,816,0,1985.0,2,816,RL,Mitchel,TA,GLQ,Y,Detchd,11.835008964139341
593,6,2003,2003,848,848,848,0,2003.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.84939770159144
594,5,1975,1975,924,924,924,0,1981.0,1,280,RL,CollgCr,Gd,Unf,Y,Detchd,11.608235644774552
595,8,2005,2006,1814,1826,1826,1,2005.0,3,758,RL,StoneBr,Gd,GLQ,Y,Attchd,12.672946381766982
596,6,1910,1993,684,684,1368,0,1930.0,1,216,RM,OldTown,TA,Unf,N,Detchd,11.648365035864053
597,7,2006,2007,1258,1402,1402,1,2006.0,3,648,RL,Blmngtn,Ex,Unf,Y,Attchd,12.17664898415669
598,5,1977,1977,1430,1647,1647,1,1977.0,2,621,RL,Crawfor,Gd,ALQ,Y,Attchd,12.289954129510877
599,6,1980,1980,716,716,1556,1,1980.0,2,452,RM,Blueste,Gd,LwQ,Y,Attchd,11.925035115797062
600,8,2005,2005,1058,1058,1904,1,2003.0,2,736,RL,NridgHt,Gd,GLQ,Y,BuiltIn,12.524526376648708
601,6,1937,1950,780,780,1375,1,1979.0,1,544,RM,IDOTRR,TA,Unf,Y,Detchd,11.856515169360305
602,8,1992,1992,908,927,1915,1,1992.0,2,506,RL,SawyerW,Gd,GLQ,Y,Attchd,12.301382825334498
603,7,2004,2005,600,600,1200,0,2004.0,2,480,FV,Somerst,Gd,Unf,Y,Detchd,11.925035115797062
604,7,2002,2002,1494,1494,1494,1,2002.0,2,530,RL,CollgCr,Gd,GLQ,Y,Attchd,12.30591798049989
605,7,1965,1990,768,1186,1986,3,1965.0,2,486,RL,NAmes,TA,BLQ,Y,Attchd,12.230765258120545
606,5,1996,1996,1040,1040,1040,0,2000.0,2,576,RL,CollgCr,Gd,GLQ,Y,Detchd,11.931635799828413
607,5,1948,2002,896,1112,2008,0,1948.0,1,230,RL,Edwards,TA,GLQ,Y,Attchd,12.323855681186558
608,8,1934,1998,965,1940,3194,2,1934.0,2,380,RL,Crawfor,Gd,BLQ,Y,Basment,12.791356180214175
609,4,1961,1961,1029,1029,1029,0,1961.0,1,261,RL,Sawyer,TA,Rec,Y,Attchd,11.682668239557323
610,9,2000,2000,1440,1476,2153,2,2000.0,3,736,RL,CollgCr,Ex,GLQ,Y,Attchd,12.65395846952229
611,6,1978,1978,1032,1032,1032,1,1978.0,2,564,RL,NWAmes,Gd,ALQ,Y,Attchd,11.904967552746252
612,8,2001,2001,1299,1299,1872,1,2001.0,2,531,RL,CollgCr,Gd,GLQ,Y,BuiltIn,12.474189562487116
613,5,2007,2007,1120,1120,1120,0,1978.5061638868744,0,0,RL,Mitchel,Gd,ALQ,Y,No,11.898187865760873
614,4,1972,1972,630,630,630,0,1978.5061638868744,0,0,RM,MeadowV,Gd,LwQ,Y,No,11.231887935237117
615,6,1963,1963,936,1054,1054,0,1963.0,2,480,RL,NAmes,TA,GLQ,Y,Attchd,11.831379196088763
616,6,2002,2003,783,807,1509,1,2002.0,2,393,RL,Gilbert,Gd,GLQ,Y,Attchd,12.118333731222167
617,6,1954,1954,832,832,832,0,1962.0,2,528,RL,NAmes,TA,Unf,Y,Detchd,11.566466231898259
618,9,2007,2007,1822,1828,1828,1,2007.0,3,774,RL,NridgHt,Ex,GLQ,Y,Attchd,12.659734090733718
619,8,2003,2003,1482,1482,2262,2,2003.0,3,749,RL,Timber,Gd,GLQ,Y,Attchd,12.628067055589549
620,3,1914,1950,864,864,864,0,1978.5061638868744,0,0,RL,Edwards,TA,BLQ,N,No,11.112447898373103
621,6,1974,1997,1522,1548,2614,1,1974.0,2,624,RL,NWAmes,TA,ALQ,Y,Attchd,12.388394202324129
622,5,1977,1977,980,980,980,0,1986.0,2,484,RL,Sawyer,TA,BLQ,Y,Detchd,11.813030057420567
623,6,2000,2000,756,756,1512,1,2000.0,2,440,FV,Somerst,Gd,GLQ,Y,Detchd,12.034691028774553
624,6,1972,1972,732,1012,1790,1,1972.0,2,484,RL,NWAmes,TA,Rec,Y,Attchd,12.014609430818936
625,6,1962,1962,1116,1116,1116,0,1962.0,2,440,RL,NAmes,TA,Unf,Y,Attchd,11.982929094215963
626,5,1960,1978,978,1422,1422,1,1960.0,1,286,RL,NAmes,TA,Unf,Y,Attchd,11.848683160653573
627,6,1955,1972,1156,1520,1520,2,1955.0,1,364,RL,NAmes,TA,BLQ,Y,Basment,11.938193200374572
628,5,1969,1969,1040,1040,2080,2,1969.0,2,504,RL,NAmes,Gd,Rec,Y,Attchd,11.813030057420567
629,6,1964,1964,1248,1350,1350,0,1964.0,2,520,RL,NAmes,TA,GLQ,Y,Attchd,12.034691028774553
630,5,1880,1991,636,1089,1750,0,1937.0,1,240,RM,OldTown,Fa,Unf,Y,Detchd,11.728036844587175
631,8,2006,2006,1554,1554,1554,1,2006.0,2,627,RL,NridgHt,Gd,GLQ,Y,Attchd,12.25247901834433
632,7,1977,1977,1386,1411,1411,1,1977.0,2,544,RL,NWAmes,TA,ALQ,Y,Attchd,11.320553572322773
633,5,1954,2005,1056,1056,1056,0,1954.0,1,260,RL,NAmes,TA,BLQ,Y,Attchd,11.845102777308561
634,6,1980,1980,1056,1056,1056,0,1980.0,2,576,RL,OldTown,TA,GLQ,Y,Detchd,11.877568578558138
635,6,1914,1995,1440,1440,3395,0,1978.5061638868744,0,0,RH,SWISU,TA,LwQ,Y,No,12.206072645530174
636,2,1936,1950,264,800,800,1,1978.5061638868744,0,0,RM,BrkSide,TA,Unf,N,No,11.002099841204238
637,5,1954,1954,811,811,1387,0,1954.0,1,256,RM,OldTown,TA,Unf,Y,BuiltIn,11.440354772135393
638,5,1910,1950,796,796,796,0,1978.5061638868744,0,0,RL,Edwards,Fa,Unf,Y,No,11.350406535472453
639,8,2006,2006,1520,1567,1567,1,2006.0,3,648,RL,Blmngtn,Gd,GLQ,Y,Attchd,12.485827127509431
640,8,2003,2004,1518,1518,1518,1,2003.0,2,588,RL,NridgHt,Ex,GLQ,Y,Attchd,12.520883385370206
641,7,2001,2001,1057,1057,1929,1,2001.0,2,650,FV,Somerst,Gd,GLQ,Y,Attchd,12.328290278254423
642,8,1972,1995,1952,2000,2704,3,1972.0,2,538,RL,NAmes,Gd,GLQ,Y,Attchd,12.751299696013497
643,5,1969,1969,780,780,1620,0,1969.0,2,462,RL,NWAmes,TA,Rec,Y,Attchd,11.931635799828413
644,9,2009,2009,1766,1766,1766,1,2009.0,3,478,FV,Somerst,Ex,GLQ,Y,Attchd,12.823628446539173
645,6,1971,1971,981,981,981,0,1979.0,2,576,RL,NAmes,TA,ALQ,Y,Detchd,11.872346634576987
646,5,1950,1950,0,1048,1048,0,1950.0,2,420,RL,NAmes,No,No,Y,Detchd,11.495779306135258
647,6,1953,1953,1094,1094,1094,2,1953.0,2,495,RL,Edwards,TA,Rec,Y,Attchd,11.951180395901384
648,6,1966,1966,756,1051,1839,1,1966.0,2,442,RL,NAmes,TA,Unf,Y,Attchd,11.951180395901384
649,4,1970,1970,630,630,630,0,1978.5061638868744,0,0,RM,MeadowV,Gd,BLQ,Y,No,11.344506813345266
650,7,2007,2007,813,822,1665,0,2007.0,2,562,FV,Somerst,Gd,Unf,Y,Attchd,12.235388699864227
651,4,1940,1950,755,755,1510,1,1940.0,1,296,RL,Edwards,TA,Unf,Y,Detchd,11.589886506106357
652,7,1996,1996,880,909,1716,1,1996.0,2,512,RL,CollgCr,Gd,Unf,Y,Attchd,12.160028707028767
653,6,1906,1995,756,756,1469,0,1906.0,1,216,RM,IDOTRR,TA,Unf,Y,Detchd,11.813030057420567
654,8,1995,1995,2109,2113,2113,1,1995.0,3,839,RL,NoRidge,Gd,GLQ,Y,Attchd,12.765688433465597
655,6,1971,1971,525,525,1092,0,1971.0,1,264,RM,BrDale,TA,Unf,Y,Detchd,11.385092093460344
656,5,1959,2006,1053,1053,1053,0,1959.0,1,312,RL,NAmes,TA,ALQ,Y,Attchd,11.887931365593685
657,7,1931,2000,776,851,1502,1,1931.0,1,270,RL,Crawfor,Gd,Unf,Y,Attchd,11.911701584927597
658,6,1948,1950,912,912,1458,1,1948.0,1,330,RL,NAmes,TA,Unf,Y,Attchd,11.487607656985938
659,5,1964,1999,1486,1486,1486,0,1968.0,2,480,RL,Edwards,TA,BLQ,Y,Detchd,12.025749091398891
660,7,1976,1976,793,1142,1935,1,1976.0,2,550,RL,NWAmes,Gd,Unf,Y,Attchd,12.195517131590657
661,8,1994,2005,1629,1686,2448,1,1994.0,3,711,RL,NoRidge,Gd,GLQ,Y,Attchd,12.904207367601158
662,6,1968,1968,1392,1392,1392,2,1968.0,2,576,RL,NAmes,Fa,Unf,Y,Attchd,11.608235644774552
663,4,1972,1972,1138,1181,1181,0,1974.0,2,588,RL,Edwards,Gd,BLQ,Y,Detchd,11.831379196088763
664,8,2005,2006,2077,2097,2097,1,2005.0,3,1134,RL,Somerst,Ex,GLQ,Y,Attchd,12.955127458028414
665,8,2000,2000,1406,1454,1936,1,2000.0,2,504,RL,Gilbert,Gd,Unf,Y,Attchd,12.348006141418841
666,6,1965,1979,1021,1465,2380,1,1965.0,2,596,RL,NAmes,Gd,LwQ,Y,CarPort,11.76756768334381
667,6,1994,1998,1408,1679,1679,1,1994.0,2,575,RL,SawyerW,Gd,GLQ,Y,Attchd,12.173032791451973
668,5,1956,1987,1188,1437,1437,1,1999.0,2,576,RL,Sawyer,TA,Rec,Y,Detchd,12.031719258385396
669,4,1922,1950,700,1180,1180,1,1922.0,1,252,RL,Crawfor,Fa,Unf,Y,Detchd,11.831379196088763
