OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,SaleType,SaleCondition
7,1984,1984,1190,1190,2090,2,6,1,1984.0,2,577,12.24288661865289,3.0,1.0,0.0,3.0,1.0,0.0,22.0,2.0,4.0,5.0,1.0,6.0,6.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2007,2007,874,874,1761,3,7,0,2007.0,2,578,12.336552511980964,1.0,1.0,3.0,3.0,4.0,0.0,21.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
7,2004,2004,551,551,1102,2,4,0,2004.0,2,480,11.910358401381128,1.0,1.0,1.0,3.0,2.0,0.0,21.0,2.0,4.0,5.0,1.0,8.0,8.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2007,2007,1419,1419,1419,2,7,1,2007.0,2,567,12.8790171187726,3.0,1.0,3.0,1.0,4.0,0.0,22.0,2.0,0.0,2.0,1.0,8.0,8.0,1.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,6.0,5.0
6,2005,2006,1362,1362,1362,2,6,1,2005.0,2,460,12.17921519136029,3.0,1.0,0.0,3.0,0.0,0.0,16.0,2.0,4.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,2004,2004,848,848,848,1,3,1,2004.0,2,420,11.856515169360305,4.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,4.0,2.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
10,1994,1995,2444,2444,4316,3,10,2,1994.0,3,832,13.534473028231162,3.0,1.0,0.0,3.0,0.0,0.0,15.0,2.0,0.0,5.0,1.0,6.0,6.0,1.0,0.0,4.0,2.0,0.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1989,1990,1210,1238,2519,2,9,2,1989.0,2,628,12.721885810807203,3.0,1.0,0.0,3.0,4.0,1.0,23.0,2.0,0.0,5.0,3.0,8.0,8.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1921,1968,1073,1073,1073,1,4,0,1968.0,1,326,11.594321103174222,3.0,1.0,3.0,3.0,0.0,2.0,17.0,2.0,0.0,2.0,1.0,8.0,8.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,0.0
5,1936,1950,927,1067,1539,1,5,0,1995.0,2,576,11.86005499606543,4.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,1.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
6,1987,1987,1112,1137,1137,2,5,1,1987.0,2,551,12.078239274020289,3.0,1.0,0.0,3.0,4.0,0.0,23.0,2.0,0.0,2.0,1.0,6.0,6.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1921,1950,616,616,616,1,4,0,1921.0,1,205,11.396391648714276,4.0,1.0,3.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,1.0,13.0,15.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1952,1952,980,1148,1148,1,6,0,1952.0,1,308,11.72399643505017,3.0,1.0,0.0,3.0,4.0,0.0,7.0,2.0,0.0,2.0,1.0,13.0,14.0,2.0,3.0,4.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1965,2009,894,894,894,1,5,1,1973.0,1,336,11.83862560460953,3.0,1.0,3.0,3.0,4.0,0.0,19.0,5.0,0.0,2.0,1.0,8.0,8.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,4.0,3.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
7,2004,2004,1391,1391,1391,2,5,0,2004.0,2,530,12.185869938212655,1.0,2.0,1.0,3.0,4.0,0.0,21.0,2.0,4.0,2.0,1.0,8.0,8.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2002,2002,1800,1800,1800,2,7,1,2002.0,3,765,12.652359748158593,3.0,1.0,3.0,3.0,4.0,0.0,23.0,2.0,0.0,2.0,3.0,12.0,13.0,1.0,2.0,4.0,2.0,0.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1969,1969,1164,1164,1164,1,6,0,1969.0,2,528,11.84939770159144,3.0,1.0,3.0,3.0,4.0,0.0,14.0,2.0,0.0,2.0,3.0,6.0,6.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,0.0,4.0
8,2006,2006,1234,1264,2576,2,10,1,2006.0,3,666,12.799175708864519,3.0,1.0,0.0,3.0,4.0,0.0,22.0,2.0,0.0,5.0,3.0,12.0,13.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,3.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
5,1900,1996,360,1032,1812,2,8,1,1999.0,2,672,11.84939770159144,4.0,1.0,3.0,3.0,4.0,0.0,17.0,1.0,1.0,5.0,1.0,13.0,14.0,2.0,3.0,2.0,0.0,2.0,4.0,3.0,6.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,4.0,5.0,3.0,5.0,5.0,0.0,2.0,8.0,4.0
7,2004,2005,1473,1484,1484,2,7,0,2004.0,2,606,12.269047444691562,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1930,1950,0,372,1092,2,7,0,1978.5061638868744,0,0,10.915088464214607,4.0,1.0,3.0,3.0,4.0,0.0,9.0,2.0,1.0,5.0,3.0,12.0,15.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,0.0,4.0,1.0,4.0,3.0,6.0,1.0,3.0,3.0,0.0,4.0,8.0,4.0
7,1971,2002,1643,1824,1824,2,5,2,1971.0,2,739,12.618182296357007,3.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,9.0,10.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,6.0,1.0,4.0,1.0,4.0,2.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2006,2006,1324,1324,1324,2,6,1,2006.0,2,550,12.445089546000673,3.0,1.0,3.0,3.0,4.0,0.0,16.0,2.0,4.0,2.0,3.0,8.0,8.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2007,2007,728,728,1456,2,8,1,2007.0,2,400,12.09815330331068,3.0,1.0,0.0,3.0,4.0,0.0,8.0,2.0,0.0,5.0,3.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
5,1966,1966,876,904,904,1,6,0,1966.0,1,408,11.607326140391713,3.0,1.0,0.0,3.0,4.0,0.0,19.0,2.0,0.0,2.0,1.0,6.0,6.0,0.0,3.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,2.0,8.0,0.0
3,1935,2003,270,729,729,1,5,0,1978.5061638868744,0,0,10.858998997563564,3.0,1.0,0.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,1.0,3.0,3.0,0.0,4.0,8.0,4.0
4,1900,1950,859,859,1178,1,7,0,1964.0,1,384,11.540307141711446,0.0,2.0,3.0,1.0,4.0,1.0,9.0,2.0,0.0,0.0,1.0,8.0,8.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,6.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,3.0,5.0,2.0,5.0,5.0,0.0,4.0,8.0,0.0
8,1988,1989,1228,1228,1228,2,5,1,1988.0,2,472,12.14950229404178,3.0,1.0,0.0,1.0,4.0,0.0,22.0,2.0,4.0,2.0,1.0,6.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1970,1970,960,960,960,1,6,0,1970.0,2,576,11.76756768334381,3.0,1.0,3.0,3.0,4.0,0.0,3.0,6.0,1.0,2.0,1.0,6.0,6.0,1.0,3.0,4.0,1.0,4.0,4.0,0.0,0.0,6.0,2.0,4.0,0.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1976,2005,725,725,1479,2,6,0,1976.0,2,475,11.779128505744886,3.0,1.0,0.0,3.0,1.0,0.0,19.0,5.0,0.0,5.0,1.0,6.0,10.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1974,1974,1064,1350,1350,2,7,1,1974.0,2,478,12.013700752882718,3.0,1.0,3.0,3.0,4.0,0.0,14.0,2.0,0.0,2.0,3.0,6.0,6.0,1.0,3.0,4.0,1.0,2.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,2.0,8.0,4.0
7,1890,1998,718,1576,2554,1,8,0,1996.0,2,704,11.979799201207037,4.0,0.0,3.0,0.0,4.0,0.0,17.0,2.0,0.0,5.0,1.0,13.0,13.0,2.0,3.0,2.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,1.0,4.0,8.0,4.0
5,1973,2000,1176,1178,1178,1,5,1,1973.0,2,439,11.964001084330445,3.0,1.0,3.0,3.0,4.0,0.0,14.0,2.0,0.0,2.0,1.0,6.0,6.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,1.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
7,1993,1994,1311,1325,2418,2,9,1,1993.0,3,983,12.739637756265655,3.0,1.0,3.0,3.0,4.0,0.0,15.0,2.0,0.0,5.0,3.0,13.0,7.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1969,1969,971,971,971,1,5,1,1969.0,1,300,11.763684183317412,3.0,1.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,2.0,1.0,6.0,10.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,0.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,4.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,1985,1985,1742,1742,1742,2,5,1,1985.0,2,564,12.524526376648708,3.0,1.0,0.0,2.0,1.0,1.0,22.0,2.0,0.0,2.0,1.0,6.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,6.0,1.0,4.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,2004,2004,848,848,848,1,3,0,2004.0,2,420,11.870599909242044,4.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,4.0,2.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1970,1970,864,864,864,1,5,0,1994.0,2,463,11.732060994886899,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,1.0,8.0,8.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1954,1972,941,997,1470,2,7,0,1958.0,1,548,11.813030057420567,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,0.0,0.0,1.0,8.0,8.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
9,2007,2008,1698,1698,1698,2,8,1,2007.0,3,768,12.676076274775909,3.0,1.0,0.0,3.0,4.0,0.0,7.0,2.0,0.0,2.0,3.0,5.0,5.0,3.0,0.0,4.0,2.0,0.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1970,1970,864,864,864,1,5,0,1989.0,2,660,11.699405031912846,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,1.0,6.0,10.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,2.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1988,2007,880,1680,1680,2,5,1,1988.0,2,540,12.310432660854417,3.0,1.0,0.0,3.0,0.0,0.0,6.0,2.0,0.0,2.0,3.0,13.0,10.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2007,2007,1232,1232,1232,2,6,0,2007.0,2,632,12.178187442040638,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1958,1958,1584,1776,1776,2,9,0,1968.0,3,888,11.608235644774552,3.0,1.0,3.0,3.0,0.0,0.0,12.0,2.0,2.0,2.0,1.0,12.0,13.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,0.0,0.0
4,1925,1950,780,848,1208,1,5,0,1962.0,2,539,11.542484267211773,4.0,0.0,3.0,3.0,4.0,0.0,9.0,2.0,0.0,0.0,1.0,8.0,8.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,6.0,1.0,4.0,1.0,0.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,1995,1996,1595,1616,1616,2,5,1,1995.0,2,608,12.373703486914124,3.0,1.0,0.0,3.0,4.0,0.0,22.0,2.0,4.0,2.0,1.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2003,2003,868,1146,1146,2,6,1,2003.0,2,438,12.141534124392603,3.0,1.0,0.0,3.0,0.0,0.0,23.0,2.0,0.0,7.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,0.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1998,1999,1153,1153,2031,2,8,1,1998.0,2,541,12.312682380588432,3.0,1.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1961,1983,864,1144,1144,1,6,1,1961.0,1,264,11.786001385032646,3.0,1.0,3.0,3.0,0.0,0.0,19.0,1.0,0.0,2.0,3.0,6.0,6.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,1.0,8.0,4.0
5,1968,1968,948,948,948,1,6,0,1968.0,1,300,11.589886506106357,3.0,1.0,0.0,3.0,0.0,0.0,19.0,2.0,0.0,2.0,1.0,9.0,10.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,3.0
7,1914,1970,880,880,1768,1,6,2,1914.0,2,320,12.0015054797889,4.0,1.0,3.0,3.0,4.0,0.0,17.0,2.0,0.0,4.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,2.0,4.0,2.0,5.0,6.0,2.0,1.0,0.0,4.0,3.0,6.0,5.0,5.0,3.0,5.0,5.0,0.0,4.0,8.0,4.0
3,1950,1950,0,1040,1040,2,6,0,1949.0,2,400,11.44571671527678,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,2.0,2.0,1.0,11.0,11.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,0.0,1.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2005,2005,893,901,1801,2,8,1,2005.0,3,800,12.387977448827787,3.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1987,1988,1200,1200,1200,3,5,0,1978.5061638868744,0,0,12.095141084822892,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,2.0,2.0,1.0,9.0,10.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,6.0,1.0,3.0,3.0,2.0,4.0,8.0,2.0
7,2004,2004,864,864,1728,2,7,0,2004.0,2,572,12.154779351142624,3.0,1.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1910,2002,264,768,1432,2,7,0,1910.0,2,360,11.790557201568507,4.0,0.0,3.0,3.0,4.0,0.0,17.0,2.0,0.0,5.0,1.0,13.0,15.0,2.0,3.0,2.0,0.0,1.0,0.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,2.0,2.0,0.0,8.0,0.0
6,1961,1996,912,912,912,1,5,0,1962.0,1,288,11.863582336583399,3.0,1.0,0.0,3.0,4.0,0.0,19.0,1.0,0.0,2.0,3.0,6.0,6.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,0.0,8.0,4.0
7,2000,2001,1349,1349,1349,2,6,0,2000.0,2,539,12.095141084822892,3.0,1.0,3.0,3.0,4.0,0.0,20.0,2.0,0.0,2.0,1.0,12.0,13.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,0.0,8.0,4.0
5,1963,1999,520,1464,1464,2,6,1,1997.0,2,480,12.072541252905651,3.0,1.0,0.0,3.0,4.0,0.0,19.0,2.0,0.0,7.0,1.0,6.0,6.0,2.0,3.0,4.0,1.0,2.0,4.0,0.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,3.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
8,1993,1993,1337,1337,1337,2,5,1,1993.0,2,462,12.100712129872347,3.0,1.0,0.0,1.0,4.0,0.0,22.0,2.0,4.0,2.0,1.0,6.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
8,1976,1996,1142,1175,2715,3,11,2,1994.0,2,831,12.610870864650634,3.0,1.0,0.0,3.0,4.0,0.0,14.0,2.0,0.0,5.0,3.0,12.0,13.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,3.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2000,2000,952,980,2256,2,8,1,2000.0,2,554,12.371587084007746,3.0,1.0,0.0,3.0,4.0,0.0,8.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,3.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1880,2003,1240,1320,2640,1,8,1,1950.0,4,864,12.491172637278908,4.0,2.0,0.0,3.0,0.0,0.0,17.0,2.0,0.0,5.0,4.0,11.0,12.0,2.0,2.0,4.0,4.0,4.0,0.0,3.0,6.0,6.0,2.0,4.0,0.0,4.0,2.0,6.0,2.0,5.0,3.0,5.0,5.0,0.0,4.0,8.0,4.0
7,1996,1996,1720,1720,1720,2,7,1,1996.0,2,527,12.46997418931655,3.0,1.0,0.0,3.0,4.0,0.0,15.0,2.0,0.0,2.0,3.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1945,1950,0,1088,1529,2,9,0,1945.0,1,240,11.49272275765271,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,0.0,0.0,1.0,14.0,15.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,0.0,1.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,0.0,4.0,8.0,4.0
4,1910,2004,576,792,1140,1,7,0,1978.5061638868744,0,0,11.477298287327077,4.0,0.0,3.0,3.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,4.0,0.0,3.0,6.0,6.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,6.0,1.0,3.0,3.0,0.0,4.0,8.0,4.0
7,2003,2003,660,660,1320,2,6,0,2003.0,2,400,11.99535161421452,3.0,1.0,3.0,3.0,4.0,0.0,8.0,6.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1997,1997,1479,1494,1494,2,6,0,1997.0,2,576,12.287652632522597,3.0,1.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2005,2005,1030,1038,2098,2,8,1,2005.0,3,878,12.526342907575106,3.0,1.0,3.0,3.0,4.0,0.0,16.0,2.0,0.0,5.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,6.0,6.0,1.0,2.0,1.0,4.0,0.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1969,2005,1026,1026,1026,1,5,0,1969.0,2,440,11.957611286231675,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,1.0,9.0,10.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,6.0,3.0,5.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1999,1999,729,742,1471,2,6,0,1999.0,2,440,12.058152515453552,1.0,2.0,3.0,3.0,4.0,0.0,21.0,2.0,4.0,5.0,1.0,8.0,8.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2007,2007,866,866,1768,2,7,0,2007.0,2,578,12.26434155365415,3.0,1.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1978,1978,672,672,1386,2,6,1,1978.0,2,440,11.976030352524807,3.0,1.0,0.0,3.0,1.0,0.0,19.0,2.0,0.0,5.0,3.0,6.0,6.0,0.0,3.0,4.0,1.0,4.0,4.0,2.0,5.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,0.0,8.0,0.0
